travel_time_min,origin_id,dest_id
11.6,50,30
10.9,51,30
9.6,52,30
9.3,53,30
8.5,54,30
7.2,55,30
6.2,56,30
10.8,57,30
12.6,58,30
10.9,59,30
13.7,60,30
12.1,0,30
21.8,1,31
21.4,2,31
21.9,3,31
19.8,4,31
16.4,5,31
18.7,6,31
16.4,7,31
15.5,8,31
14.8,9,31
17.5,10,31
13.7,11,31
14.9,12,31
14.1,13,31
12.5,14,31
12.3,15,31
7.2,16,31
8.8,17,31
18.9,18,31
15.5,19,31
12.6,20,31
14,21,31
19.6,22,31
15,23,31
12.5,24,31
13.1,25,31
7.7,26,31
16.4,27,31
15.6,28,31
8.5,29,31
6.8,30,31
20,32,31
18.5,33,31
10.8,34,31
10,35,31
8.3,36,31
7.2,37,31
5.9,38,31
18.3,39,31
19.4,40,31
17.8,41,31
11.6,42,31
10.7,43,31
9.3,44,31
8.5,45,31
8.8,46,31
8.5,47,31
20.7,48,31
18.4,49,31
16.7,50,31
16.1,51,31
14.7,52,31
13.8,53,31
13,54,31
11.6,55,31
9.9,56,31
10.3,57,31
17.7,58,31
15.4,59,31
17.3,60,31
17.2,0,31
18.7,1,32
13.8,2,32
14.5,3,32
12.2,4,32
16.6,5,32
13.7,6,32
15.4,7,32
15.6,8,32
17.1,9,32
10.1,10,32
13.4,11,32
14.6,12,32
19.1,13,32
12.2,14,32
12,15,32
18.4,16,32
20,17,32
10.4,18,32
8.9,19,32
11.4,20,32
15.4,21,32
7.1,22,32
6.6,23,32
11.5,24,32
12.2,25,32
16.1,26,32
7.8,27,32
7.9,28,32
16.2,29,32
16.4,30,32
18.8,31,32
6.5,33,32
12.5,34,32
13.7,35,32
13.7,36,32
16.3,37,32
21,38,32
8,39,32
6.7,40,32
5.3,41,32
12.6,42,32
13,43,32
14.1,44,32
15,45,32
17.4,46,32
18.4,47,32
10.7,48,32
8.2,49,32
6.3,50,32
7.6,51,32
8.6,52,32
10.4,53,32
10.7,54,32
11.6,55,32
14.6,56,32
20.9,57,32
9.1,58,32
8,59,32
10.7,60,32
7.699999999999999,0,32
18.9,1,33
14.2,2,33
14.9,3,33
12.6,4,33
16.5,5,33
14.1,6,33
15.4,7,33
15,8,33
16.5,9,33
10.5,10,33
12.8,11,33
14.1,12,33
18.5,13,33
11.6,14,33
11.4,15,33
17.9,16,33
19.4,17,33
11.9,18,33
8.3,19,33
10.8,20,33
14.9,21,33
7.5,22,33
6,23,33
11,24,33
11.6,25,33
14.1,26,33
10.2,27,33
10.5,28,33
12.6,29,33
12.8,30,33
17.8,31,33
6.1,32,33
10.2,34,33
10.2,35,33
10.2,36,33
12.8,37,33
19,38,33
8.5,39,33
7.2,40,33
5,41,33
9.1,42,33
9.5,43,33
10.6,44,33
11.5,45,33
13.9,46,33
14.9,47,33
11.2,48,33
8.7,49,33
6.8,50,33
7.4,51,33
6.3,52,33
7.4,53,33
7.6,54,33
8.1,55,33
11,56,33
17.4,57,33
9.3,58,33
8,59,33
10.8,60,33
8.05,0,33
14.4,1,34
14.3,2,34
14.5,3,34
12.7,4,34
10.9,5,34
11.4,6,34
9.7,7,34
9.8,8,34
11.4,9,34
10.1,10,34
7.7,11,34
8.9,12,34
13.8,13,34
6.5,14,34
6.3,15,34
12.3,16,34
13.8,17,34
12.7,18,34
9.4,19,34
5.2,20,34
7.3,21,34
11.2,22,34
8.8,23,34
3.6,24,34
4.1,25,34
7.3,26,34
10.2,27,34
9.4,28,34
5.8,29,34
6,30,34
11,31,34
12.7,32,34
10.1,33,34
1.8,35,34
3.4,36,34
5.7,37,34
12.2,38,34
12.2,39,34
10.9,40,34
9.3,41,34
2.6,42,34
2.1,43,34
3.7,44,34
4.4,45,34
6.8,46,34
7.8,47,34
12.2,48,34
10,49,34
8.3,50,34
7.6,51,34
6.3,52,34
5.6,53,34
4.8,54,34
4.4,55,34
4,56,34
10.3,57,34
9.3,58,34
7.2,59,34
10,60,34
8.8,0,34
15.8,1,35
15.7,2,35
15.9,3,35
14,4,35
12.3,5,35
12.7,6,35
11.1,7,35
11.2,8,35
12.8,9,35
11.5,10,35
9,11,35
10.3,12,35
15.2,13,35
7.8,14,35
7.6,15,35
11.1,16,35
12.7,17,35
14.1,18,35
10.7,19,35
6.6,20,35
8,21,35
11.9,22,35
10.2,23,35
5,24,35
4.4,25,35
6.1,26,35
11.6,27,35
10.8,28,35
4.7,29,35
4.9,30,35
9.9,31,35
13.3,32,35
10.7,33,35
1.8,34,35
1.9,36,35
5.2,37,35
11,38,35
13.1,39,35
11.5,40,35
10,41,35
3.4,42,35
3,43,35
3.5,44,35
4.6,45,35
7.4,46,35
8.3,47,35
12.9,48,35
10.6,49,35
8.9,50,35
8.2,51,35
6.9,52,35
6.4,53,35
5.6,54,35
5.2,55,35
4.5,56,35
10.8,57,35
9.9,58,35
8,59,35
10.8,60,35
9.4,0,35
16.9,1,36
16.8,2,36
17,3,36
15.1,4,36
13.3,5,36
13.8,6,36
12.2,7,36
12.3,8,36
12.7,9,36
12.6,10,36
10.1,11,36
10.1,12,36
14.1,13,36
8.9,14,36
7.8,15,36
9.4,16,36
11,17,36
15.2,18,36
11.8,19,36
7.6,20,36
7.3,21,36
11.8,22,36
11.2,23,36
6.1,24,36
5.1,25,36
4.4,26,36
12.7,27,36
11.9,28,36
2.9,29,36
3.1,30,36
8.1,31,36
13.3,32,36
10.6,33,36
2.9,34,36
2,35,36
3.5,37,36
9.3,38,36
13,39,36
11.4,40,36
9.9,41,36
3.6,42,36
3.2,43,36
2.5,44,36
2.7,45,36
5.5,46,36
6.5,47,36
12.8,48,36
10.5,49,36
8.8,50,36
8.2,51,36
6.8,52,36
6.6,53,36
5.7,54,36
5.5,55,36
4.4,56,36
9,57,36
9.8,58,36
8.1,59,36
10.9,60,36
9.3,0,36
19.7,1,37
19.6,2,37
19.8,3,37
17.9,4,37
15.4,5,37
16.6,6,37
15,7,37
14.5,8,37
13.8,9,37
15.4,10,37
12.9,11,37
13.6,12,37
13.1,13,37
11.7,14,37
11.3,15,37
8.1,16,37
9.6,17,37
18,18,37
14.6,19,37
10.5,20,37
9.2,21,37
14.9,22,37
14.1,23,37
8.9,24,37
8.5,25,37
3.5,26,37
15.5,27,37
14.7,28,37
4.1,29,37
2.8,30,37
6.9,31,37
16.3,32,37
13.7,33,37
5.8,34,37
5.2,35,37
3.4,36,37
8,38,37
16.1,39,37
14.5,40,37
13,41,37
5.6,42,37
4.6,43,37
3.2,44,37
2.4,45,37
4.6,46,37
5.8,47,37
15.9,48,37
13.6,49,37
11.9,50,37
11.2,51,37
9.5,52,37
7.7,53,37
6.9,54,37
5.5,55,37
4.5,56,37
9,57,37
11.8,58,37
9.3,59,37
12.1,60,37
11.850000000000001,0,37
24.6,1,38
24.3,2,38
24.8,3,38
22.6,4,38
19.2,5,38
21.6,6,38
19.2,7,38
18.4,8,38
17.6,9,38
20.3,10,38
16.5,11,38
17.7,12,38
17,13,38
15.3,14,38
15.1,15,38
10.1,16,38
11.7,17,38
21.7,18,38
18.3,19,38
15.4,20,38
15.1,21,38
20.8,22,38
17.8,23,38
15.1,24,38
14.4,25,38
8.8,26,38
19.2,27,38
18.4,28,38
9.6,29,38
7.9,30,38
6,31,38
22.3,32,38
19.6,33,38
11.9,34,38
11.1,35,38
9.4,36,38
8.3,37,38
21.1,39,38
20.5,40,38
18.9,41,38
12.7,42,38
11.7,43,38
10.2,44,38
9.5,45,38
8.4,46,38
8.3,47,38
21.8,48,38
19.5,49,38
17.8,50,38
17.2,51,38
15.8,52,38
14.8,53,38
14,54,38
12.6,55,38
11.1,56,38
8.1,57,38
18.8,58,38
16.4,59,38
18.7,60,38
18.3,0,38
17.7,1,39
12.9,2,39
13.6,3,39
11.3,4,39
15.7,5,39
12.7,6,39
14.5,7,39
14.6,8,39
16.1,9,39
9.2,10,39
12.4,11,39
13.7,12,39
18.1,13,39
11.2,14,39
11,15,39
17.5,16,39
19,17,39
6.7,18,39
7.6,19,39
10.4,20,39
14.5,21,39
6.2,22,39
8.3,23,39
10.6,24,39
11.2,25,39
15.2,26,39
4.2,27,39
4.4,28,39
15.8,29,39
16,30,39
17.8,31,39
8,32,39
9.3,33,39
11.5,34,39
12.9,35,39
13.3,36,39
16.3,37,39
20.1,38,39
7.9,40,39
7,41,39
12.2,42,39
12.6,43,39
14.1,44,39
14.9,45,39
17.4,46,39
18.3,47,39
3,48,39
2.8,49,39
7.4,50,39
8.3,51,39
8.2,52,39
10.1,53,39
10.4,54,39
11.6,55,39
14.5,56,39
20.3,57,39
7.6,58,39
7.7,59,39
10.4,60,39
7.5,0,39
19.1,1,40
14.3,2,40
15,3,40
12.7,4,40
17.1,5,40
14.1,6,40
15.9,7,40
17.2,8,40
18.7,9,40
10.6,10,40
15.7,11,40
17,12,40
21.4,13,40
14.5,14,40
14.3,15,40
20.8,16,40
22.3,17,40
12,18,40
9.8,19,40
13.7,20,40
17.8,21,40
7.6,22,40
10.4,23,40
13.9,24,40
14.5,25,40
15.8,26,40
9.5,27,40
9.8,28,40
14.3,29,40
14.6,30,40
19.5,31,40
6.8,32,40
7.9,33,40
11.9,34,40
11.9,35,40
11.9,36,40
14.7,37,40
20.7,38,40
7.9,39,40
3.3,41,40
10.8,42,40
11.2,43,40
12.5,44,40
13.4,45,40
15.8,46,40
16.8,47,40
8.5,48,40
6.2,49,40
4.4,50,40
5.7,51,40
6.7,52,40
8.6,53,40
8.8,54,40
10,55,40
13,56,40
19.3,57,40
6.7,58,40
6.1,59,40
8.8,60,40
5.550000000000001,0,40
17.5,1,41
12.7,2,41
13.4,3,41
11.1,4,41
15.5,5,41
12.6,6,41
14.3,7,41
15.6,8,41
17.1,9,41
9,10,41
14.2,11,41
15.4,12,41
19.8,13,41
13,14,41
12.8,15,41
19.2,16,41
20.8,17,41
11.2,18,41
8.3,19,41
12.2,20,41
16.2,21,41
6,22,41
8.2,23,41
12.3,24,41
13,25,41
14.4,26,41
8.7,27,41
9,28,41
12.9,29,41
13.1,30,41
18.1,31,41
5.2,32,41
5.6,33,41
10.5,34,41
10.5,35,41
10.4,36,41
13.3,37,41
19.3,38,41
7,39,41
3.2,40,41
9.3,42,41
9.7,43,41
11.1,44,41
12,45,41
14.4,46,41
15.4,47,41
8.5,48,41
6.2,49,41
2.9,50,41
3.8,51,41
5.3,52,41
7.1,53,41
7.4,54,41
8.6,55,41
11.5,56,41
17.8,57,41
5.7,58,41
4.6,59,41
7.4,60,41
4.3,0,41
16.7,1,42
16.6,2,42
16.8,3,42
14.9,4,42
13.2,5,42
13.7,6,42
12,7,42
12.1,8,42
13.7,9,42
12.4,10,42
9.9,11,42
11.2,12,42
16.1,13,42
8.7,14,42
8.6,15,42
12.7,16,42
14.3,17,42
15,18,42
11.6,19,42
7.5,20,42
9.6,21,42
11.7,22,42
11,23,42
5.9,24,42
6.4,25,42
7.7,26,42
12.5,27,42
11.7,28,42
6.3,29,42
6.5,30,42
11.5,31,42
13,32,42
10.4,33,42
2.8,34,42
3.4,35,42
3.8,36,42
5.6,37,42
12.6,38,42
12.9,39,42
11.3,40,42
9.8,41,42
2,43,42
3.6,44,42
4.3,45,42
6.7,46,42
7.7,47,42
12.7,48,42
10.4,49,42
8.7,50,42
8,51,42
6.1,52,42
4.4,53,42
3.6,54,42
3.2,55,42
3.9,56,42
10.2,57,42
8.5,58,42
6,59,42
8.8,60,42
8.6,0,42
16.1,1,43
16,2,43
16.2,3,43
14.3,4,43
12.6,5,43
13.1,6,43
11.4,7,43
11.5,8,43
13.1,9,43
11.8,10,43
9.4,11,43
10.6,12,43
15.5,13,43
8.2,14,43
8,15,43
11.8,16,43
13.3,17,43
14.4,18,43
11.1,19,43
6.9,20,43
9,21,43
11.5,22,43
10.5,23,43
5.3,24,43
5.8,25,43
7.1,26,43
11.9,27,43
11.1,28,43
5.7,29,43
5.9,30,43
10.6,31,43
13,32,43
10.3,33,43
2.2,34,43
2.8,35,43
3.2,36,43
4.7,37,43
11.7,38,43
12.7,39,43
11.1,40,43
9.6,41,43
2,42,43
2.2,44,43
3.3,45,43
5.8,46,43
6.7,47,43
12.5,48,43
10.2,49,43
8.5,50,43
7.9,51,43
6.3,52,43
4.5,53,43
3.7,54,43
3.3,55,43
2.9,56,43
9.2,57,43
8.6,58,43
6.1,59,43
8.9,60,43
8.55,0,43
17.7,1,44
17.5,2,44
17.8,3,44
15.9,4,44
14.1,5,44
14.6,6,44
13,7,44
13.1,8,44
14.6,9,44
13.4,10,44
10.9,11,44
12.2,12,44
15.4,13,44
9.7,14,44
9.5,15,44
10.3,16,44
11.8,17,44
16,18,44
12.6,19,44
8.4,20,44
9.9,21,44
12.9,22,44
12.1,23,44
6.9,24,44
6.8,25,44
5.7,26,44
13.5,27,44
12.7,28,44
5.1,29,44
5,30,44
9.1,31,44
14.2,32,44
11.6,33,44
3.7,34,44
3.3,35,44
2.5,36,44
3.2,37,44
10.2,38,44
14.1,39,44
12.5,40,44
11,41,44
3.6,42,44
2.2,43,44
1.9,45,44
4.7,46,44
5.6,47,44
13.9,48,44
11.6,49,44
9.9,50,44
9.2,51,44
7.3,52,44
5.6,53,44
4.8,54,44
3.5,55,44
2.5,56,44
8.1,57,44
9.7,58,44
7.2,59,44
9.9,60,44
9.8,0,44
18.3,1,45
18.2,2,45
18.5,3,45
16.6,4,45
14.8,5,45
15.3,6,45
13.7,7,45
13.8,8,45
15.1,9,45
14.1,10,45
11.6,11,45
12.8,12,45
14.4,13,45
10.4,14,45
10.2,15,45
9.3,16,45
10.9,17,45
16.7,18,45
13.3,19,45
9.1,20,45
9.9,21,45
13.7,22,45
12.8,23,45
7.5,24,45
7.7,25,45
4.8,26,45
14.1,27,45
13.3,28,45
4.7,29,45
4,30,45
8.1,31,45
15,32,45
12.4,33,45
4.4,34,45
4.3,35,45
2.7,36,45
2.2,37,45
9.3,38,45
14.9,39,45
13.3,40,45
11.8,41,45
4.2,42,45
3.3,43,45
1.8,44,45
3.6,46,45
4.6,47,45
14.7,48,45
12.4,49,45
10.7,50,45
10.1,51,45
8.1,52,45
6.4,53,45
5.6,54,45
4.1,55,45
3,56,45
7,57,45
10.5,58,45
8,59,45
10.7,60,45
10.6,0,45
20.9,1,46
20.8,2,46
21,3,46
19.1,4,46
17.3,5,46
17.8,6,46
16.2,7,46
16.3,8,46
17.4,9,46
16.6,10,46
14.1,11,46
15.4,12,46
16.7,13,46
12.9,14,46
12.7,15,46
11.3,16,46
12.9,17,46
19.2,18,46
15.8,19,46
11.6,20,46
12,21,46
16.3,22,46
15.3,23,46
10.1,24,46
10.6,25,46
7.1,26,46
16.7,27,46
15.9,28,46
6.8,29,46
6.3,30,46
8.8,31,46
17.6,32,46
14.9,33,46
6.9,34,46
7.2,35,46
5.5,36,46
4.5,37,46
8,38,46
17.5,39,46
15.9,40,46
14.3,41,46
6.8,42,46
5.8,43,46
4.7,44,46
3.6,45,46
2.4,47,46
17.3,48,46
15,49,46
13.2,50,46
12.6,51,46
10.7,52,46
8.9,53,46
8.1,54,46
6.8,55,46
4.9,56,46
5.9,57,46
13,58,46
10.5,59,46
13.3,60,46
13.1,0,46
21.7,1,47
21.6,2,47
21.9,3,47
20,4,47
18.2,5,47
18.7,6,47
17.1,7,47
17.2,8,47
18.5,9,47
17.5,10,47
15,11,47
16.2,12,47
17.8,13,47
13.8,14,47
13.6,15,47
11.1,16,47
12.7,17,47
20.1,18,47
16.7,19,47
12.5,20,47
13.1,21,47
16.6,22,47
16.2,23,47
10.9,24,47
11.5,25,47
8.1,26,47
17.5,27,47
16.7,28,47
7.9,29,47
7.4,30,47
8.6,31,47
18.4,32,47
15.8,33,47
7.8,34,47
8.1,35,47
6.4,36,47
5.6,37,47
8.7,38,47
18.3,39,47
16.7,40,47
15.2,41,47
7.6,42,47
6.7,43,47
5.6,44,47
4.5,45,47
2.4,46,47
18.1,48,47
15.9,49,47
14.1,50,47
13.5,51,47
11.5,52,47
9.8,53,47
9,54,47
7.7,55,47
5.8,56,47
5.7,57,47
13.9,58,47
11.4,59,47
14.1,60,47
14,0,47
19.7,1,48
14.9,2,48
15.6,3,48
13.2,4,48
17.6,5,48
14.7,6,48
16.5,7,48
17.5,8,48
19,9,48
11.1,10,48
15.3,11,48
16.5,12,48
20.9,13,48
14.1,14,48
13.9,15,48
20.3,16,48
21.9,17,48
9.5,18,48
10.4,19,48
13.3,20,48
17.3,21,48
8.2,22,48
11.1,23,48
13.4,24,48
14.1,25,48
17.1,26,48
6.9,27,48
7.3,28,48
15.6,29,48
15.9,30,48
20.6,31,48
10.4,32,48
11.9,33,48
13.2,34,48
13.2,35,48
13.2,36,48
16.1,37,48
22,38,48
2.9,39,48
8.5,40,48
8.5,41,48
12.1,42,48
12.5,43,48
13.9,44,48
14.8,45,48
17.2,46,48
18.2,47,48
3.6,49,48
7.3,50,48
8.1,51,48
8.1,52,48
10,53,48
10.2,54,48
11.5,55,48
14.3,56,48
20.7,57,48
7.5,58,48
7.5,59,48
10.2,60,48
7.4,0,48
17.4,1,49
12.6,2,49
13.3,3,49
11,4,49
15.4,5,49
12.4,6,49
14.2,7,49
15.2,8,49
16.7,9,49
8.9,10,49
13,11,49
14.2,12,49
18.7,13,49
11.8,14,49
11.6,15,49
18,16,49
19.6,17,49
7.2,18,49
8.1,19,49
11,20,49
15,21,49
5.9,22,49
8.8,23,49
11.1,24,49
11.8,25,49
14.8,26,49
4.6,27,49
5,28,49
13.4,29,49
13.6,30,49
18.3,31,49
8.1,32,49
9.6,33,49
10.9,34,49
10.9,35,49
10.9,36,49
13.8,37,49
19.7,38,49
3.1,39,49
6.4,40,49
6.4,41,49
9.8,42,49
10.2,43,49
11.6,44,49
12.5,45,49
14.9,46,49
15.9,47,49
3.8,48,49
5,50,49
5.8,51,49
5.8,52,49
7.7,53,49
8,54,49
9.2,55,49
12.1,56,49
18.4,57,49
5.2,58,49
5.2,59,49
8,60,49
5.1,0,49
17.8,1,50
13,2,50
13.7,3,50
11.4,4,50
15.8,5,50
12.8,6,50
14.6,7,50
15.9,8,50
17.4,9,50
9.3,10,50
14.4,11,50
15.7,12,50
20.1,13,50
13.3,14,50
13.1,15,50
18.1,16,50
19.7,17,50
11.6,18,50
8.6,19,50
12.4,20,50
16.1,21,50
6.3,22,50
9.9,23,50
12.4,24,50
12.8,25,50
13.2,26,50
9,27,50
9.3,28,50
11.7,29,50
11.9,30,50
16.9,31,50
6.3,32,50
7.4,33,50
9.2,34,50
9.2,35,50
9.2,36,50
12.1,37,50
18.1,38,50
7.5,39,50
4.5,40,50
2.9,41,50
8.1,42,50
8.5,43,50
9.9,44,50
10.7,45,50
13.2,46,50
14.1,47,50
7.3,48,50
5,49,50
3,51,50
4.1,52,50
5.9,53,50
6.2,54,50
7.4,55,50
10.3,56,50
16.6,57,50
4.5,58,50
3.4,59,50
6.2,60,50
4.75,0,50
18.6,1,51
13.7,2,51
14.4,3,51
12.1,4,51
16.5,5,51
13.6,6,51
15.4,7,51
16.6,8,51
18.1,9,51
10,10,51
15.2,11,51
16.4,12,51
20.9,13,51
14,14,51
13.8,15,51
17.6,16,51
19.2,17,51
12.3,18,51
9.3,19,51
13.2,20,51
15.6,21,51
7,22,51
10.5,23,51
11.8,24,51
12.2,25,51
12.6,26,51
9.8,27,51
10.1,28,51
11.1,29,51
11.3,30,51
16.3,31,51
7.5,32,51
8,33,51
8.7,34,51
8.7,35,51
8.7,36,51
11.6,37,51
17.5,38,51
8.2,39,51
5.7,40,51
3.9,41,51
7.6,42,51
8,43,51
9.4,44,51
10.3,45,51
12.7,46,51
13.7,47,51
8,48,51
5.7,49,51
3,50,51
3.5,52,51
5.5,53,51
5.8,54,51
7,55,51
9.8,56,51
16.1,57,51
5.1,58,51
4,59,51
6.7,60,51
4.05,0,51
19.2,1,52
14.4,2,52
15.1,3,52
12.8,4,52
17.2,5,52
14.2,6,52
16,7,52
16.9,8,52
18.4,9,52
10.7,10,52
14.7,11,52
15.9,12,52
20.9,13,52
13.5,14,52
13.3,15,52
16.4,16,52
18,17,52
13,18,52
10,19,52
12.2,20,52
14.4,21,52
7.7,22,52
9.7,23,52
10.6,24,52
11,25,52
11.4,26,52
10.4,27,52
10.7,28,52
9.9,29,52
10.2,30,52
15.2,31,52
9.2,32,52
7.2,33,52
7.5,34,52
7.5,35,52
7.5,36,52
9.8,37,52
16.3,38,52
8.9,39,52
7.3,40,52
5.8,41,52
6.4,42,52
6.6,43,52
7.6,44,52
8.4,45,52
10.9,46,52
11.8,47,52
8.7,48,52
6.4,49,52
4.7,50,52
4,51,52
3.6,53,52
3.9,54,52
5.1,55,52
8,56,52
14.3,57,52
5.7,58,52
4.3,59,52
7.1,60,52
5.2,0,52
19.7,1,53
15.6,2,53
16.3,3,53
14,4,53
16.1,5,53
15.5,6,53
15,7,53
15.1,8,53
16.6,9,53
11.9,10,53
12.9,11,53
14.2,12,53
19.1,13,53
11.7,14,53
11.5,15,53
14.8,16,53
16.4,17,53
14.2,18,53
11.2,19,53
10.4,20,53
12.6,21,53
8.9,22,53
10.3,23,53
8.9,24,53
9.4,25,53
10.3,26,53
11.7,27,53
12,28,53
9.2,29,53
9.5,30,53
13.7,31,53
10.3,32,53
7.7,33,53
5.7,34,53
6.4,35,53
6.8,36,53
7.8,37,53
14.8,38,53
10.1,39,53
8.4,40,53
6.9,41,53
4.5,42,53
4.6,43,53
5.6,44,53
6.4,45,53
8.9,46,53
9.8,47,53
9.9,48,53
7.6,49,53
5.8,50,53
5.3,51,53
3.3,52,53
1.9,54,53
3.1,55,53
6,56,53
12.3,57,53
5.6,58,53
3.1,59,53
5.9,60,53
5.699999999999999,0,53
18.7,1,54
16,2,54
16.6,3,54
14.3,4,54
15.2,5,54
14.9,6,54
14,7,54
14.1,8,54
15.7,9,54
12.1,10,54
11.9,11,54
13.2,12,54
18.1,13,54
10.8,14,54
10.6,15,54
13.9,16,54
15.4,17,54
14.5,18,54
11.5,19,54
9.5,20,54
11.6,21,54
9.2,22,54
9.4,23,54
7.9,24,54
8.4,25,54
9.3,26,54
12,27,54
11.7,28,54
8.3,29,54
8.5,30,54
12.7,31,54
10.6,32,54
8.1,33,54
4.8,34,54
5.4,35,54
5.8,36,54
6.8,37,54
13.8,38,54
10.4,39,54
8.8,40,54
7.2,41,54
3.6,42,54
3.6,43,54
4.6,44,54
5.5,45,54
7.9,46,54
8.9,47,54
10.2,48,54
8,49,54
6.1,50,54
5.7,51,54
3.6,52,54
1.8,53,54
2.1,55,54
5,56,54
11.3,57,54
5.9,58,54
3.4,59,54
6.2,60,54
6,0,54
18.4,1,55
16.5,2,55
17.2,3,55
14.9,4,55
14.9,5,55
15.2,6,55
13.7,7,55
13.8,8,55
15.4,9,55
12.5,10,55
11.6,11,55
12.9,12,55
17.6,13,55
10.5,14,55
10.3,15,55
12.5,16,55
14.1,17,55
15.4,18,55
11.9,19,55
9.2,20,55
11.3,21,55
10.6,22,55
9.8,23,55
7.6,24,55
8.1,25,55
8,26,55
12.8,27,55
12.1,28,55
8,29,55
7.2,30,55
11.3,31,55
11.9,32,55
9.2,33,55
4.5,34,55
5.1,35,55
5.5,36,55
5.4,37,55
12.5,38,55
11.8,39,55
10.2,40,55
8.6,41,55
3.2,42,55
3.3,43,55
3.6,44,55
4.1,45,55
6.6,46,55
7.6,47,55
11.6,48,55
9.3,49,55
7.5,50,55
7,51,55
5,52,55
3.2,53,55
2.4,54,55
3.8,56,55
10.1,57,55
7.3,58,55
4.8,59,55
7.6,60,55
7.4,0,55
18.2,1,56
18.1,2,56
18.4,3,56
16.5,4,56
14.7,5,56
15.2,6,56
13.6,7,56
13.7,8,56
15.2,9,56
13.9,10,56
11.5,11,56
12.7,12,56
16.6,13,56
10.3,14,56
10.1,15,56
11.5,16,56
13.1,17,56
16.6,18,56
13.2,19,56
9,20,56
11.2,21,56
13.6,22,56
12.7,23,56
7.4,24,56
7.9,25,56
7,26,56
14,27,56
13.2,28,56
7,29,56
6.2,30,56
9.6,31,56
14.9,32,56
12.3,33,56
4.3,34,56
4.4,35,56
4.5,36,56
4.5,37,56
11.3,38,56
14.8,39,56
13.2,40,56
11.7,41,56
4.1,42,56
3.2,43,56
2.6,44,56
2.9,45,56
4.9,46,56
5.8,47,56
14.6,48,56
12.3,49,56
10.6,50,56
10,51,56
8,52,56
6.3,53,56
5.4,54,56
4.2,55,56
8.3,57,56
10.4,58,56
7.8,59,56
10.6,60,56
10.5,0,56
24.3,1,57
24.2,2,57
24.4,3,57
22.5,4,57
20.7,5,57
21.2,6,57
19.6,7,57
19.7,8,57
19.8,9,57
20,10,57
17.5,11,57
18.8,12,57
19.1,13,57
16.3,14,57
16.1,15,57
12.2,16,57
13.8,17,57
22.6,18,57
19.2,19,57
15,20,57
16.3,21,57
18.4,22,57
18.7,23,57
13.5,24,57
14,25,57
11.4,26,57
20.1,27,57
19.3,28,57
11.3,29,57
10.6,30,57
9.7,31,57
21,32,57
18.3,33,57
10.3,34,57
10.6,35,57
8.9,36,57
8.9,37,57
8.1,38,57
20.4,39,57
19.3,40,57
17.7,41,57
10.2,42,57
9.2,43,57
8.1,44,57
7,45,57
5.9,46,57
5.5,47,57
20.7,48,57
18.4,49,57
16.6,50,57
16,51,57
14.1,52,57
12.3,53,57
11.5,54,57
10.2,55,57
8.3,56,57
16.4,58,57
13.9,59,57
16,60,57
16.5,0,57
18.1,1,58
13.3,2,58
13.9,3,58
11.6,4,58
16,5,58
13.1,6,58
14.9,7,58
16.1,8,58
17.7,9,58
9.5,10,58
14.7,11,58
15.9,12,58
20.4,13,58
13.5,14,58
13.3,15,58
18.9,16,58
20.5,17,58
11.8,18,58
8.8,19,58
12.7,20,58
16.7,21,58
6.5,22,58
10.6,23,58
12.8,24,58
13.5,25,58
13.9,26,58
9.3,27,58
9.6,28,58
12.4,29,58
12.6,30,58
17.6,31,58
9.1,32,58
9.8,33,58
9.8,34,58
10,35,58
10,36,58
11.9,37,58
18.8,38,58
7.7,39,58
6.8,40,58
5.7,41,58
8.6,42,58
8.7,43,58
9.7,44,58
10.5,45,58
13,46,58
13.9,47,58
7.5,48,58
5.3,49,58
4.7,50,58
4.9,51,58
4.8,52,58
5.7,53,58
6,54,58
7.2,55,58
10.1,56,58
16.4,57,58
3.2,59,58
5.9,60,58
5,0,58
17.9,1,59
13.1,2,59
13.8,3,59
11.5,4,59
15.9,5,59
12.9,6,59
14.7,7,59
16,8,59
17.5,9,59
9.4,10,59
14.1,11,59
15.3,12,59
20.2,13,59
12.9,14,59
12.7,15,59
16,16,59
17.6,17,59
11.7,18,59
8.6,19,59
11.6,20,59
13.8,21,59
6.4,22,59
10.4,23,59
10,24,59
10.6,25,59
11.5,26,59
9.1,27,59
9.4,28,59
10.4,29,59
10.6,30,59
14.8,31,59
7.7,32,59
8.3,33,59
6.9,34,59
7.6,35,59
7.9,36,59
8.9,37,59
16,38,59
7.6,39,59
5.9,40,59
4.3,41,59
5.7,42,59
5.8,43,59
6.7,44,59
7.6,45,59
10,46,59
11,47,59
7.4,48,59
5.1,49,59
3.3,50,59
3.5,51,59
3.5,52,59
2.8,53,59
3,54,59
4.3,55,59
7.2,56,59
13.5,57,59
3.1,58,59
3.2,60,59
3.2,0,59
21,1,60
16.1,2,60
16.8,3,60
14.5,4,60
18.9,5,60
16,6,60
17.8,7,60
19,8,60
20.5,9,60
12.4,10,60
17.2,11,60
18.5,12,60
23.3,13,60
16,14,60
15.8,15,60
19.1,16,60
20.7,17,60
14.7,18,60
11.7,19,60
14.7,20,60
16.9,21,60
9.4,22,60
13.4,23,60
13.2,24,60
13.7,25,60
14.6,26,60
12.2,27,60
12.5,28,60
13.5,29,60
13.7,30,60
17.8,31,60
10.8,32,60
11.4,33,60
10,34,60
10.7,35,60
11.1,36,60
