pickup_t_min,density
514.427274095772,0.006535833343006638
516.7861802080358,0.0065119260889669305
519.1450863202997,0.006473249928202678
521.5039924325636,0.006417463703858112
523.8628985448274,0.006348582709594475
526.2218046570913,0.006267204646438391
528.5807107693552,0.006174008377220368
530.9396168816191,0.006069751424936559
533.298522993883,0.005953442633918741
535.6574291061469,0.005827887125944742
538.0163352184107,0.005694926261182207
540.3752413306746,0.005555645228241237
542.7341474429385,0.005411154159944402
545.0930535552023,0.0052623747386792204
547.4519596674662,0.005110787614133615
549.8108657797301,0.004958293773026875
552.169771891994,0.004805960876007649
554.5286780042578,0.004654817469619266
556.8875841165217,0.004505849103572617
559.2464902287855,0.004361159077140347
561.6053963410494,0.004221138791145795
563.9643024533133,0.004086334184209529
566.3232085655771,0.003957329780708221
568.682114677841,0.003834632241120605
571.0410207901049,0.0037196318644998187
573.3999269023687,0.003612919087348863
575.7588330146326,0.0035135277344396777
578.1177391268965,0.0034214889191343774
580.4766452391603,0.003336764227017035
582.8355513514242,0.003259323294761133
585.1944574636881,0.0031907332549269123
587.553363575952,0.0031286372892594216
589.9122696882158,0.00307266969031358
592.2711758004797,0.0030224334417552996
594.6300819127435,0.0029775032851756212
596.9889880250074,0.002938159279308903
599.3478941372713,0.0029033408183119884
601.7068002495351,0.002872039753594811
604.065706361799,0.002843791284851255
606.4246124740629,0.0028181428440717483
608.7835185863267,0.0027947445060982016
611.1424246985906,0.002773286925605558
613.5013308108545,0.0027529328395600704
615.8602369231184,0.002733382170250147
618.2191430353822,0.0027143688871829838
620.5780491476461,0.002695661585944318
622.9369552599101,0.0026770445095608115
625.2958613721739,0.002658331987079803
627.6547674844378,0.002639468092087106
630.0136735967017,0.002620433757611096
632.3725797089655,0.002601240657949151
634.7314858212294,0.0025819327308267883
637.0903919334933,0.0025626519257081148
639.4492980457571,0.002543551418537184
641.808204158021,0.0025247767726612105
644.1671102702849,0.0025064840793063217
646.5260163825487,0.002488838296256945
648.8849224948126,0.0024723131933794234
651.2438286070765,0.002456932196232795
653.6027347193403,0.0024428297223748918
655.9616408316042,0.002430147619309948
658.3205469438681,0.0024190140715892685
660.6794530561319,0.002409801878301853
663.0383591683958,0.0024026279900326224
665.3972652806597,0.002397273655096627
667.7561713929235,0.0023937403396529734
670.1150775051874,0.002392004988868262
672.4739836174513,0.002392056231710397
674.8328897297151,0.0023941630863926287
677.191795841979,0.002397709321559266
679.5507019542429,0.002402530322771463
681.9096080665067,0.002408443400903821
684.2685141787706,0.002415248854869383
686.6274202910345,0.002422783761077459
688.9863264032983,0.002430623666077993
691.3452325155622,0.002438458869304051
693.7041386278261,0.0024460421986133673
696.0630447400899,0.002453128578559834
698.4219508523538,0.0024594037227978574
700.7808569646178,0.002464359580394928
703.1397630768816,0.0024679721886953737
705.4986691891455,0.0024700663219920796
707.8575753014094,0.0024704868182968665
710.2164814136733,0.0024690994642600278
712.5753875259371,0.002465316041116346
714.934293638201,0.002459403209553039
717.2931997504649,0.0024514619192000896
719.6521058627287,0.002441510642872556
722.0110119749926,0.0024295936111504257
724.3699180872565,0.002415588090914852
726.7288241995203,0.0023995633960437724
729.0877303117842,0.002382019813394769
731.446636424048,0.002363138145501091
733.8055425363119,0.0023431155840481165
736.1644486485758,0.002322164716120115
738.5233547608397,0.0023004405722865068
740.8822608731035,0.002278457547199673
743.2411669853674,0.0022564752353286996
745.6000730976313,0.0022347467330261104
747.9589792098951,0.0022135242043076547
750.317885322159,0.0021932377629321907
752.6767914344229,0.002174247580620399
755.0356975466867,0.0021566624043912234
757.3946036589506,0.002140687607458812
759.7535097712145,0.0021265161477439813
762.1124158834783,0.0021144033348363296
764.4713219957422,0.0021050710989431558
766.830228108006,0.002098128068673648
769.1891342202699,0.002093683188784638
771.5480403325338,0.0020918325367349747
773.9069464447978,0.0020926597044229234
776.2658525570616,0.0020968104898002778
778.6247586693255,0.0021040496336492518
780.9836647815894,0.002114165559415675
783.3425708938532,0.002127188992568473
785.7014770061171,0.00214314623901934
788.060383118381,0.002162296037794342
790.4192892306448,0.0021850684965704936
792.7781953429087,0.002210853335892528
795.1371014551726,0.0022396727022736215
797.4960075674364,0.0022715508771498465
799.8549136797003,0.00230651448463479
802.2138197919642,0.002345379859680057
804.572725904228,0.0023875638580145926
806.9316320164919,0.0024329669348865063
809.2905381287558,0.0024816299151337686
811.6494442410196,0.0025335945983720226
814.0083503532835,0.002589326616337738
816.3672564655474,0.002649040186787026
818.7261625778112,0.0027122081695161926
821.0850686900751,0.002778862439290633
823.443974802339,0.002849030464629922
825.8028809146028,0.0029227369710860584
828.1617870268667,0.003001034304352674
830.5206931391306,0.0030828877011475114
832.8795992513944,0.0031682853878641734
835.2385053636583,0.0032572072598589
837.5974114759222,0.0033496246594250487
839.956317588186,0.003446068876417072
842.3152237004499,0.0035462882772559763
844.6741298127138,0.003649778803872864
847.0330359249776,0.0037564470392740276
849.3919420372415,0.0038661859169866054
851.7508481495055,0.0039789984908146555
854.1097542617694,0.0040952082220597225
856.4686603740332,0.004213893240887151
858.8275664862971,0.004334831278948922
861.186472598561,0.0044577736162695935
863.5453787108248,0.004582443950102546
865.9042848230887,0.0047087017891915064
868.2631909353526,0.004835787992343337
870.6220970476164,0.004963147686793447
872.9810031598803,0.005090287105949067
875.3399092721442,0.005216671457155437
877.698815384408,0.005341511776276686
880.0577214966719,0.005463536455012893
882.4166276089358,0.005582286877903533
884.7755337211996,0.0056969850027303245
887.1344398334635,0.005806821484529974
889.4933459457274,0.00591095764103068
891.8522520579912,0.006006412156487421
894.2111581702551,0.006093441511331861
896.570064282519,0.006171380601744642
898.9289703947828,0.006239352966986756
901.2878765070467,0.006296502227191101
903.6467826193106,0.00634025361604466
906.0056887315744,0.0063691499034925205
908.3645948438383,0.006384419307338565
910.7235009561022,0.006385523168705976
913.082407068366,0.006372005145131066
915.4413131806299,0.006343309925068026
917.8002192928938,0.006295054023596278
920.1591254051576,0.006231483159496055
922.5180315174215,0.006152756146719658
924.8769376296855,0.006059142156202064
927.2358437419493,0.0059510200820423005
929.5947498542132,0.005826559266090265
931.9536559664771,0.005687828450184376
934.3125620787409,0.005537259092961895
936.6714681910048,0.005375817154955803
939.0303743032687,0.005204540163905783
941.3892804155325,0.005024136019902688
943.7481865277964,0.004835151928628722
946.1070926400603,0.004640879218512343
948.4659987523241,0.004442581622792467
950.824904864588,0.004241518949869545
953.1838109768519,0.004038941820049172
955.5427170891157,0.0038364710380762493
957.9016232013796,0.0036358207164935625
960.2605293136435,0.0034380332765447954
962.6194354259073,0.0032440909371379834
964.9783415381712,0.0030549078870986375
967.3372476504351,0.0028720094042255034
969.6961537626989,0.0026970570677153378
972.0550598749628,0.0025294836046274144
974.4139659872267,0.0023697239643995153
976.7728720994905,0.002218133969331825
979.1317782117544,0.0020749911378557277
981.4906843240183,0.0019428555287422512
983.8495904362821,0.001819624418621358
986.208496548546,0.0017050467471725918
988.5674026608099,0.0015990051213997567
990.9263087730737,0.001501333286250062
993.2852148853376,0.00141295203384318
995.6441209976015,0.001333384927870211
998.0030271098653,0.0012611221133870755
1000.3619332221292,0.0011958123109241992
1002.7208393343932,0.0011370909264272087
1005.0797454466571,0.0010847160617354363
1007.4386515589209,0.0010395177759667225
1009.7975576711848,9.994489298862778e-4
1012.1564637834487,9.641343688702218e-4
1014.5153698957125,9.332066223636854e-4
1016.8742760079764,9.063066250612498e-4
1019.2331821202403,8.836867702913283e-4
1021.5920882325041,8.645112155944027e-4
1023.950994344768,8.481208030978743e-4
1026.309900457032,8.342277260259027e-4
1028.6688065692958,8.225567648922901e-4
1031.0277126815597,8.129550181440754e-4
1033.3866187938236,8.053075382754462e-4
1035.7455249060874,7.989679445548039e-4
1038.1044310183513,7.937333643588184e-4
1040.4633371306152,7.894116378218977e-4
1042.822243242879,7.858211773684035e-4
1045.181149355143,7.828619811126458e-4
1047.5400554674068,7.802193191032167e-4
1049.8989615796706,7.777341909890824e-4
1052.2578676919345,7.752851222887798e-4
1054.6167738041984,7.727601637750595e-4
1056.9756799164622,7.700216039447404e-4
1059.334586028726,7.669176215673992e-4
1061.69349214099,7.634187574883156e-4
1064.0523982532538,7.594705644691611e-4
1066.4113043655177,7.550277061753311e-4
1068.7702104777816,7.500538821674748e-4
1071.1291165900454,7.443601420208569e-4
1073.4880227023093,7.380880420448227e-4
1075.8469288145732,7.312477479600377e-4
1078.205834926837,7.238502689119869e-4
1080.564741039101,7.15912645386107e-4
1082.9236471513648,7.073836514214369e-4
1085.2825532636286,6.983262256475913e-4
1087.6414593758925,6.888451748796699e-4
1090.0003654881564,6.789781689230246e-4
1092.3592716004202,6.68763434494401e-4
1094.718177712684,6.582303345604759e-4
1097.077083824948,6.473751152173698e-4
1099.4359899372118,6.363078838737716e-4
1101.7948960494757,6.250560797249233e-4
1104.1538021617396,6.136434607341798e-4
1106.5127082740034,6.02089975635876e-4
1108.8716143862673,5.903884005979741e-4
1111.2305204985312,5.78563347558306e-4
1113.589426610795,5.666248716305796e-4
1115.948332723059,5.545687467859677e-4
1118.3072388353228,5.423875802360428e-4
1120.6661449475866,5.300583751365998e-4
1123.0250510598505,5.175387957797748e-4
1125.3839571721144,5.048413714299889e-4
1127.7428632843782,4.919500541401255e-4
1130.101769396642,4.7884955214815445e-4
1132.460675508906,4.655256190854135e-4
1134.8195816211698,4.5190368518692117e-4
1137.1784877334337,4.380229814879687e-4
1139.5373938456976,4.238932525287665e-4
1141.8962999579614,4.095177795679064e-4
1144.2552060702253,3.9490377663840685e-4
1146.6141121824892,3.8003797169856976e-4
1148.973018294753,3.6494337232321437e-4
1151.331924407017,3.4968534835865797e-4
1153.6908305192808,3.3429545981839194e-4
1156.0497366315446,3.188085871700647e-4
1158.4086427438085,3.032627860716652e-4
1160.7675488560724,2.87718360859893e-4
1163.1264549683362,2.7223917155016895e-4
1165.4853610806001,2.568724954044542e-4
1167.844267192864,2.4166586314047786e-4
1170.2031733051278,2.2666682726094788e-4
1172.5620794173917,2.119786984909881e-4
1174.9209855296556,1.9765938556133336e-4
1177.2798916419194,1.8371735325910888e-4
1179.6387977541833,1.7019079405809168e-4
1181.9977038664472,1.5711515587146362e-4
1184.356609978711,1.4454743514478823e-4
1186.715516090975,1.3263088934813838e-4
1189.074422203239,1.2126510828666076e-4
1191.4333283155029,1.1046513928891599e-4
1193.7922344277667,1.0024248007786386e-4
1196.1511405400306,9.060510306391145e-5
1198.5100466522945,8.168342922323277e-5
1200.8689527645583,7.339175555686306e-5
1203.2278588768222,6.567658130331736e-5
1205.586764989086,5.852709542192009e-5
1207.94567110135,5.1930059606002045e-5
1210.3045772136138,4.5916485168543394e-5
1212.6634833258777,4.051202035332677e-5
1215.0223894381415,3.558734644143068e-5
1217.3812955504054,3.1119373628037375e-5
1219.7402016626693,2.7084263240775762e-5
1222.0991077749331,2.345753751779165e-5
1224.458013887197,2.030243831574781e-5
1226.8169199994609,1.749698652730394e-5
1229.1758261117247,1.500476624174385e-5
1231.5347322239886,1.28017679931507e-5
1233.8936383362525,1.0864548255618577e-5
1236.2525444485163,9.198895210920332e-6
1238.6114505607802,7.77473392691621e-6
1240.970356673044,6.535732384232537e-6
1243.329262785308,5.4636717271156026e-6
1245.6881688975718,4.541334155870213e-6
1248.0470750098357,3.7540072583289853e-6
1250.4059811220995,3.1109636363668196e-6
1252.7648872343634,2.562915956716988e-6
1255.1237933466273,2.0986456589448288e-6
1257.4826994588911,1.7078146789113923e-6
1259.841605571155,1.380945271029451e-6
1262.2005116834189,1.11731856101106e-6
