pickup_t_min,density
56.79948831658113,7.625645966404702e-8
59.158394428845,9.343760258721354e-8
61.517300541108874,1.1445086904265793e-7
63.87620665337275,1.392634651544409e-7
66.23511276563661,1.6836371394982754e-7
68.59401887790048,2.0227071064479635e-7
70.95292499016435,2.4153397519443126e-7
73.31183110242823,2.8871043649769437e-7
75.6707372146921,3.430679372975861e-7
78.02964332695596,4.0519163833778615e-7
80.38854943921984,4.757575757308336e-7
82.74745555148371,5.554474167423567e-7
85.10636166374758,6.466358967938762e-7
87.46526777601144,7.501906435283821e-7
89.82417388827531,8.653452721062865e-7
92.18308000053919,9.926431617661716e-7
94.54198611280306,1.1325699222822753e-6
96.90089222506693,1.285975456398741e-6
99.2597983373308,1.4563328853721805e-6
101.61870444959467,1.6402745140286158e-6
103.97761056185854,1.8377010171070618e-6
106.33651667412241,2.0483762308479813e-6
108.69542278638627,2.2719228069055195e-6
111.05432889865016,2.5099916231772504e-6
113.41323501091402,2.7599137029331063e-6
115.77214112317789,3.019378176311059e-6
118.13104723544177,3.287017684547654e-6
120.48995334770564,3.5613014599442787e-6
122.8488594599695,3.840686165499957e-6
125.20776557223337,4.122445353923241e-6
127.56667168449725,4.403308484342155e-6
129.9255777967611,4.680939819054479e-6
132.28448390902497,4.9529312843518745e-6
134.64339002128884,5.216812841385525e-6
137.0022961335527,5.466376323333594e-6
139.3612022458166,5.700220669062086e-6
141.72010835808047,5.916495377809671e-6
144.07901447034433,6.112918974758473e-6
146.43792058260823,6.287328874379516e-6
148.7968266948721,6.4344439269988645e-6
151.15573280713596,6.550332886381178e-6
153.51463891939983,6.637932218740201e-6
155.8735450316637,6.6962893118280065e-6
158.23245114392756,6.72470808691025e-6
160.59135725619143,6.722754469647017e-6
162.9502633684553,6.681656250636905e-6
165.30916948071916,6.610863819131704e-6
167.66807559298303,6.5113650919625095e-6
170.0269817052469,6.384339618073172e-6
172.38588781751076,6.231202678871708e-6
174.74479392977463,6.050077165807506e-6
177.10370004203853,5.8451969108480345e-6
179.4626061543024,5.621899393721245e-6
181.82151226656626,5.382614987451059e-6
184.18041837883015,5.129859973626569e-6
186.53932449109402,4.865922575029903e-6
188.8982306033579,4.593276963488697e-6
191.25713671562175,4.3172444953104e-6
193.61604282788562,4.040441538633067e-6
195.9749489401495,3.7654474257969284e-6
198.33385505241336,3.4948020987555968e-6
200.69276116467722,3.233325756840122e-6
203.0516672769411,2.9837149392060687e-6
205.41057338920496,2.747767794780191e-6
207.76947950146882,2.5279324494851773e-6
210.1283856137327,2.3267219958051806e-6
212.48729172599656,2.1490016914983175e-6
214.84619783826042,2.0022538873533686e-6
217.2051039505243,1.8856386614337685e-6
219.5640100627882,1.8031928086723401e-6
221.92291617505208,1.7594908081341323e-6
224.28182228731595,1.7596936755341789e-6
226.6407283995798,1.8260181449723476e-6
228.99963451184368,1.9585457694311595e-6
231.35854062410755,2.165621557550598e-6
233.71744673637141,2.4589475345157953e-6
236.07635284863528,2.8518218694613056e-6
238.43525896089915,3.3786031429788045e-6
240.79416507316301,4.073764159562001e-6
243.15307118542688,4.9428595778264585e-6
245.51197729769075,6.013116307874896e-6
247.87088340995462,7.3147762432742355e-6
250.22978952221848,8.884352776886372e-6
252.58869563448235,1.086534147558519e-5
254.94760174674622,1.3231021715585147e-5
257.30650785901014,1.6033666307753557e-5
259.665413971274,1.9329620433145355e-5
262.0243200835379,2.3179308747954503e-5
264.38322619580174,2.777930979901039e-5
266.7421323080656,3.320330341869125e-5
269.1010384203295,3.945910917055854e-5
271.45994453259334,4.662995754054691e-5
273.8188506448572,5.4801799495882325e-5
276.1777567571211,6.41303436675487e-5
278.53666286938494,7.497483846437984e-5
280.8955689816488,8.716661020318015e-5
283.2544750939127,1.0079502253025349e-4
285.61338120617654,1.1594664244013283e-4
287.9722873184404,1.3270469465682385e-4
290.3311934307043,1.5154986172169743e-4
292.69009954296814,1.723142026363844e-4
295.04900565523207,1.9492697467059786e-4
297.40791176749593,2.194228595659125e-4
299.7668178797598,2.458241719965549e-4
302.12572399202367,2.743282595828567e-4
304.48463010428753,3.050768559406429e-4
306.8435362165514,3.3764489302971046e-4
309.20244232881527,3.719560668688939e-4
311.56134844107913,4.079153466734481e-4
313.920254553343,4.4540881206899213e-4
316.27916066560687,4.845945523726006e-4
318.63806677787073,5.248911762170787e-4
320.9969728901346,5.660613465587269e-4
323.35587900239847,6.07884811329985e-4
325.71478511466233,6.501277815458744e-4
328.0736912269262,6.925070097815775e-4
330.43259733919007,7.345968557030625e-4
332.79150345145393,7.761098839856531e-4
335.1504095637178,8.167793686314187e-4
337.50931567598167,8.5634346731488e-4
339.8682217882456,8.945104708425581e-4
342.22712790050946,9.305190356224385e-4
344.5860340127733,9.645468022885962e-4
346.9449401250372,9.964270576879588e-4
349.30384623730106,0.001026020163535752
351.6627523495649,0.0010532147575762034
354.0216584618288,0.0010774557986170687
356.38056457409266,0.0010989494219628977
358.7394706863565,0.0011180122170426849
361.0983767986204,0.0011347443020411348
363.45728291088426,0.0011492824905881215
365.8161890231481,0.0011616900171803417
368.175095135412,0.00117206113157987
370.53400124767586,0.001181156502734948
372.8929073599397,0.0011893113186867397
375.2518134722036,0.0011968843089395264
377.61071958446746,0.001204256159062839
379.9696256967314,0.0012120496414995917
382.32853180899525,0.0012208397801724536
384.6874379212591,0.0012310407203356204
387.046344033523,0.001243083152511225
389.40525014578685,0.0012573930315439965
391.7641562580507,0.0012747576575520443
394.1230623703146,0.001296021584144955
396.48196848257845,0.0013210408224160492
398.8408745948423,0.0013501440532911679
401.1997807071062,0.0013836356039493188
403.55868681937005,0.0014217946550894446
405.9175929316339,0.0014663469582475335
408.2764990438978,0.0015162228531888234
410.63540515616165,0.0015715029383550224
412.9943112684255,0.0016323026717050154
415.35321738068944,0.001698712466100207
417.7121234929533,0.001771691708189091
420.0710296052172,0.001851156529179781
422.42993571748104,0.0019363195571833927
424.7888418297449,0.0020271486783039767
427.1477479420088,0.0021235969049871045
429.50665405427264,0.0022257820443540273
431.8655601665365,0.0023348130190737073
434.2244662788004,0.002449140353404716
436.58337239106424,0.0025686431817544147
438.9422785033281,0.0026931887080606483
441.301184615592,0.002822631795555514
443.66009072785585,0.002957704155163684
446.0189968401197,0.003097589590005196
448.3779029523836,0.003241634247761965
450.73680906464745,0.0033895856038106526
453.0957151769113,0.0035411666709719942
455.45462128917524,0.0036962916293843333
457.8135274014391,0.003854792559460838
460.17243351370297,0.00401553285221226
462.53133962596684,0.004178043111986985
464.8902457382307,0.004341816979169433
467.24915185049457,0.004506310781936792
469.60805796275844,0.004670687353781469
471.9669640750223,0.004833981463507128
474.32587018728617,0.004995469128669851
476.68477629955004,0.005154392393006982
479.0436824118139,0.005309965485213039
481.40258852407777,0.005460698913996285
483.76149463634164,0.005604995164374202
486.1204007486055,0.005742718498169222
488.47930686086937,0.005873009461566434
490.8382129731333,0.005995017498888033
493.19711908539716,0.006107904161861074
495.55602519766103,0.006207553846633031
497.9149313099249,0.006295905207071055
500.27383742218876,0.006372305503929791
502.63274353445263,0.00643615415098766
504.9916496467165,0.006486911598043762
507.35055575898036,0.006521736894084323
509.70946187124423,0.0065407326871942785
512.0683679835081,0.00654544880172729
