effective_path_id,delays,start_min,end_min,labor_min
src-29-16-27-26-sink,0,473.3,781.7,308.4
src-2-8-10-22-20-19-12-sink,0,459.4,727.6,268.20000000000005
src-2-8-5-sink,0,459.4,532.55,73.14999999999998
src-5-22-20-28-9-12-11-sink,0,548.25,836.3,288.04999999999995
src-2-8-dns-27-7-20-sink,0,448.0,608.4,92.29999999999995
src-8-5-7-20-28-9-26-sink,0,495.35,781.7,286.35
src-6-21-20-28-dns-26-sink,0,504.6,781.7,147.7
src-29-21-22-20-28-12-sink,0,473.3,727.6,254.29999999999995
src-27-22-20-19-12-dns-11-sink,0,542.35,866.3,198.14999999999998
src-1-16-dns-22-28-19-12-sink,1,432.8,727.6,147.29999999999995
src-16-5-7-19-12-14-sink,0,514.0,782.0,268.0
src-2-16-27-22-7-20-19-sink,0,459.4,667.5,208.10000000000002
src-29-dns-22-14-sink,1,443.3,782.0,157.70000000000005
src-8-21-20-28-dns-12-sink,0,495.35,757.6,168.85000000000002
src-16-7-20-12-4-sink,0,514.0,817.3,303.29999999999995
src-6-10-9-dns-14-sink,0,504.6,782.0,198.39999999999998
src-16-7-28-dns-12-4-sink,1,514.0,817.3,167.19999999999993
src-22-20-9-12-26-4-sink,0,570.4,817.3,246.89999999999998
src-29-8-27-20-28-19-dns-14-sink,0,473.3,782.0,202.5
src-8-dns-28-9-12-sink,0,465.35,727.6,97.64999999999998
src-2-29-8-28-9-sink,0,456.2,698.55,242.34999999999997
src-1-dns-8-21-20-19-sink,2,402.8,667.5,130.29999999999995
src-27-7-19-sink,0,542.35,667.5,125.14999999999998
src-2-29-6-7-dns-28-19-sink,0,456.2,667.5,138.90000000000003
src-16-21-20-28-9-26-sink,0,514.0,781.7,267.70000000000005
src-2-6-27-22-7-sink,0,459.4,592.0,132.60000000000002
src-7-20-28-9-11-sink,0,582.45,836.3,253.85000000000002
src-1-29-27-20-19-sink,0,431.5,667.5,236.00000000000006
src-2-8-5-22-28-19-12-sink,0,459.4,727.6,268.20000000000005
src-16-10-22-dns-9-12-14-sink,2,502.7,782.0,106.59999999999997
src-2-29-5-dns-7-sink,0,456.2,614.6,98.10000000000002
src-16-21-7-20-28-9-12-sink,0,514.0,727.6,213.60000000000002
src-16-5-7-dns-19-26-sink,1,514.0,781.7,97.70000000000005
src-29-dns-5-22-28-9-sink,2,443.3,698.55,102.25
src-5-7-dns-9-dns-14-11-sink,0,541.85,836.3,96.34999999999991
src-2-29-dns-22-28-9-sink,1,429.4,698.55,103.94999999999999
src-16-21-dns-28-9-12-14-sink,3,493.7,782.0,132.09999999999997
src-16-5-20-28-9-12-26-sink,0,514.0,781.7,267.70000000000005
src-1-29-6-10-7-20-19-sink,0,431.5,667.5,236.00000000000006
src-10-7-9-dns-26-sink,0,540.9000000000001,811.7,156.79999999999995
src-21-28-19-12-dns-4-sink,0,533.1,817.3,197.39999999999998
src-2-dns-6-27-20-sink,2,429.4,608.4,65.60000000000002
src-29-dns-16-22-sink,1,443.3,562.7,43.60000000000002
src-29-7-28-9-12-sink,0,473.3,727.6,254.29999999999995
src-29-dns-10-7-20-9-sink,3,443.3,698.55,109.34999999999991
src-16-28-dns-14-sink,0,514.0,782.0,143.60000000000002
src-22-7-20-28-19-sink,1,570.4,667.5,97.10000000000002
src-5-22-dns-28-14-sink,1,531.05,782.0,80.85000000000002
src-8-7-20-28-19-12-sink,0,495.35,727.6,232.25
src-9-12-26-17-sink,0,684.5,946.55,262.04999999999995
src-6-22-28-12-14-sink,0,504.6,782.0,277.4
src-12-11-dns-18-sink,0,728.0,963.2,123.10000000000002
src-16-27-7-12-26-4-sink,0,514.0,817.3,303.29999999999995
src-8-21-28-26-sink,0,495.35,781.7,286.35
src-29-16-21-7-20-9-sink,0,473.3,698.55,225.25
src-21-7-dns-19-12-sink,0,503.1,727.6,118.20000000000005
src-1-28-19-sink,0,432.8,667.5,234.70000000000005
src-6-7-20-28-dns-9-sink,0,504.6,698.55,163.55
src-1-29-dns-5-22-20-9-sink,3,402.8,698.55,144.05
src-29-16-21-dns-20-dns-19-12-sink,0,468.5,727.6,127.29999999999995
src-27-sink,0,527.35,556.25,28.899999999999977
src-6-5-dns-20-19-14-sink,2,487.5,782.0,141.20000000000005
src-29-8-5-22-dns-14-sink,0,473.3,782.0,96.60000000000002
src-1-6-21-7-20-19-sink,0,432.8,667.5,234.70000000000005
src-6-21-22-28-12-26-sink,0,504.6,781.7,277.1
src-6-27-19-sink,0,504.6,667.5,162.89999999999998
src-16-5-7-20-19-sink,0,514.0,667.5,153.5
src-2-16-21-22-dns-12-sink,0,459.4,727.6,117.10000000000002
src-1-6-22-dns-28-sink,0,432.8,648.2,135.3
src-29-8-27-20-dns-19-dns-14-sink,0,473.3,782.0,149.3
src-19-26-11-24-17-3-sink,0,674.5,955.5,281.0
src-2-8-22-dns-20-28-sink,0,459.4,648.2,127.30000000000007
src-8-dns-7-28-26-sink,2,465.35,781.7,155.25
src-6-27-dns-20-28-sink,0,494.3,648.2,68.19999999999999
src-1-dns-16-27-20-sink,2,402.8,608.4,69.90000000000009
src-10-dns-20-14-sink,1,511.7,782.0,133.60000000000002
src-16-7-dns-19-dns-4-sink,1,514.0,817.3,133.29999999999995
src-8-dns-7-dns-28-19-12-14-sink,3,465.35,782.0,94.54999999999995
src-16-5-dns-20-dns-19-12-sink,0,513.5,727.6,67.60000000000002
src-16-5-7-20-28-dns-12-sink,0,514.0,757.6,150.2
src-8-5-22-dns-28-9-12-26-sink,3,495.35,781.7,142.35000000000002
src-1-29-8-dns-22-20-28-sink,1,419.5,648.2,112.19999999999999
src-2-16-22-7-20-sink,0,459.4,608.4,149.0
src-2-29-dns-5-7-20-dns-19-12-sink,1,429.4,727.6,116.49999999999994
src-16-10-dns-9-dns-14-sink,0,502.7,782.0,73.60000000000002
src-6-27-22-28-9-12-sink,0,504.6,727.6,223.0
src-27-22-20-19-9-12-sink,0,542.35,727.6,185.25
src-29-16-5-20-28-9-12-sink,0,473.3,727.6,254.29999999999995
src-29-22-dns-26-sink,0,473.3,781.7,91.30000000000001
src-10-7-dns-19-dns-14-4-sink,0,511.7,817.3,102.89999999999998
src-29-16-5-22-dns-14-sink,0,473.3,782.0,96.60000000000002
src-29-8-20-28-12-14-sink,0,473.3,782.0,308.70000000000005
src-2-29-16-5-7-20-9-sink,0,456.2,698.55,242.34999999999997
src-2-6-10-22-28-19-12-sink,0,459.4,727.6,268.20000000000005
src-1-16-21-22-20-sink,0,432.8,608.4,175.60000000000002
src-7-20-28-9-14-sink,0,582.45,782.0,199.54999999999995
src-8-27-dns-19-dns-14-sink,0,495.35,782.0,57.14999999999998
src-6-21-22-7-dns-19-sink,0,489.90000000000003,697.5,104.99999999999994
src-1-16-22-20-28-19-sink,0,432.8,667.5,234.70000000000005
src-6-21-22-20-28-14-sink,0,504.6,782.0,277.4
src-19-14-dns-17-sink,0,674.5,946.55,126.35000000000002
src-29-dns-28-12-14-sink,2,443.3,782.0,75.70000000000005
src-29-8-27-7-20-28-9-sink,0,473.3,698.55,225.25
src-29-dns-5-22-dns-19-12-sink,0,443.3,727.6,79.40000000000009
src-6-27-dns-28-19-sink,0,494.3,667.5,57.50000000000006
src-1-27-28-dns-12-sink,0,432.8,727.6,231.39999999999998
src-2-16-22-20-19-12-sink,0,459.4,727.6,268.20000000000005
src-29-16-27-22-28-dns-12-sink,0,473.3,757.6,190.89999999999998
src-8-5-22-9-dns-26-sink,0,495.35,781.7,202.35000000000002
src-8-5-dns-9-12-26-sink,2,488.65000000000003,781.7,95.84999999999997
src-21-22-7-28-19-12-sink,0,527.3000000000001,727.6,200.29999999999995
src-8-7-dns-28-19-26-sink,2,495.35,781.7,135.35000000000002
src-6-sink,0,489.6,525.25,35.64999999999998
src-29-16-27-22-dns-20-28-19-sink,0,473.3,667.5,126.10000000000002
src-8-dns-22-20-dns-12-sink,0,465.35,727.6,63.950000000000045
src-5-7-9-26-sink,0,548.25,781.7,233.45000000000005
src-16-22-9-dns-26-4-sink,0,514.0,817.3,204.0999999999999
src-7-20-28-19-dns-12-sink,0,582.45,757.6,99.95000000000005
src-1-8-dns-7-dns-9-sink,0,432.8,698.55,95.64999999999998
src-29-8-dns-22-20-28-sink,1,461.3,648.2,70.39999999999998
src-1-16-dns-7-dns-12-sink,1,432.8,727.6,140.29999999999995
src-6-22-12-sink,0,504.6,727.6,223.0
src-19-4-24-17-sink,0,674.5,946.55,272.04999999999995
src-10-20-28-9-26-sink,0,541.7,781.7,240.0
src-16-22-20-28-dns-14-4-sink,0,514.0,817.3,161.60000000000002
src-6-dns-20-9-sink,1,474.6,698.55,68.64999999999998
src-10-dns-12-sink,0,511.7,727.6,56.2
src-27-dns-20-28-9-12-14-4-sink,4,512.35,817.3,152.64999999999998
src-29-16-dns-28-19-12-26-sink,3,458.8,781.7,93.39999999999998
src-1-8-dns-22-28-12-sink,1,432.8,727.6,140.70000000000005
src-6-21-22-20-dns-9-12-sink,0,504.6,727.6,142.29999999999995
src-5-22-26-11-sink,0,548.25,836.3,288.04999999999995
src-29-27-22-28-sink,0,473.3,648.2,174.89999999999998
src-2-dns-5-22-dns-19-12-sink,0,429.4,727.6,79.90000000000009
src-29-21-20-dns-12-sink,0,473.3,727.6,149.10000000000002
src-8-27-19-9-sink,0,495.35,705.55,210.20000000000005
src-29-5-22-dns-12-14-sink,1,473.3,782.0,110.5
src-10-22-dns-4-sink,0,511.7,817.3,58.5
src-2-dns-22-28-12-14-sink,1,429.4,782.0,158.20000000000005
src-1-21-28-19-sink,0,432.8,667.5,234.70000000000005
src-16-27-22-dns-28-19-12-14-sink,3,514.0,782.0,97.89999999999998
src-2-22-dns-26-sink,0,459.4,781.7,105.19999999999999
src-29-dns-5-20-28-19-14-sink,2,443.3,782.0,185.70000000000005
src-29-6-27-28-dns-12-sink,0,473.3,727.6,190.89999999999998
src-16-dns-7-dns-26-4-sink,1,484.0,817.3,178.79999999999995
src-5-20-9-12-14-4-sink,0,548.25,817.3,269.04999999999995
src-6-10-7-20-28-19-12-14-sink,0,504.6,782.0,277.4
src-1-10-7-20-28-19-sink,0,432.8,667.5,234.70000000000005
src-7-28-9-14-11-sink,0,582.45,836.3,253.85000000000002
src-16-21-22-9-26-sink,0,514.0,781.7,267.70000000000005
src-2-29-dns-20-9-sink,1,429.4,698.55,79.74999999999994
src-1-dns-8-21-20-28-19-sink,2,402.8,667.5,130.29999999999995
src-1-27-7-dns-28-12-sink,1,432.8,727.6,180.79999999999995
src-8-dns-9-14-sink,1,465.35,782.0,53.549999999999955
src-16-27-22-dns-28-19-26-4-sink,2,514.0,817.3,133.20000000000005
src-16-dns-7-9-12-4-sink,1,484.0,817.3,178.79999999999995
src-8-27-dns-20-12-sink,1,495.35,727.6,79.95000000000005
src-1-16-21-22-20-dns-19-sink,0,432.8,667.5,181.5
src-29-5-22-28-dns-12-sink,0,473.3,727.6,190.89999999999998
src-1-dns-22-20-28-9-12-sink,2,402.8,727.6,133.5
src-16-7-dns-9-26-sink,1,514.0,781.7,93.80000000000007
src-6-21-dns-28-9-12-sink,0,488.3,727.6,130.2
src-16-dns-22-dns-19-12-14-4-sink,2,484.0,817.3,86.70000000000005
src-27-22-19-26-11-sink,0,542.35,836.3,293.95000000000005
src-2-10-7-20-sink,0,459.4,608.4,149.0
src-2-29-6-10-20-28-19-sink,0,456.2,667.5,211.3
src-16-21-22-20-dns-19-12-14-sink,2,514.0,782.0,133.9999999999999
src-1-6-27-22-20-sink,0,432.8,608.4,175.60000000000002
src-7-20-28-19-9-12-sink,0,582.45,727.6,145.14999999999998
src-8-10-dns-28-9-14-sink,2,486.85,782.0,117.45000000000005
src-29-dns-16-5-22-20-sink,2,443.3,608.4,64.80000000000007
src-20-28-19-dns-26-11-sink,0,608.35,836.3,90.54999999999995
src-8-20-28-dns-9-sink,0,495.35,698.55,172.8
src-5-dns-20-28-19-12-sink,2,518.25,727.6,81.25
src-1-29-5-dns-20-sink,0,431.5,638.4,113.60000000000002
src-8-21-20-dns-19-12-sink,0,495.35,727.6,149.04999999999995
src-16-dns-20-28-12-26-sink,2,484.0,781.7,110.20000000000005
src-21-20-dns-19-12-26-sink,2,533.1,781.7,116.29999999999995
src-2-dns-21-20-sink,0,429.4,608.4,77.60000000000002
src-29-8-dns-22-20-28-19-dns-26-sink,1,461.3,781.7,86.09999999999991
src-8-27-20-28-19-dns-26-sink,0,495.35,781.7,175.14999999999998
src-2-29-5-20-dns-19-12-sink,0,456.2,727.6,188.2
src-2-6-dns-22-7-dns-28-19-sink,0,457.5,667.5,91.29999999999995
src-16-5-22-12-14-sink,0,514.0,782.0,268.0
src-5-22-20-28-dns-12-14-11-sink,1,548.25,836.3,157.44999999999993
src-5-dns-28-19-dns-4-sink,0,518.25,817.3,40.14999999999998
src-6-10-7-20-28-sink,0,504.6,648.2,143.60000000000002
src-8-27-22-dns-28-12-sink,1,495.35,727.6,99.14999999999998
src-16-5-dns-28-19-12-14-sink,3,513.5,782.0,73.20000000000005
src-1-6-dns-7-20-sink,0,432.8,608.4,99.79999999999995
src-5-28-9-dns-14-sink,0,548.25,782.0,154.75
src-2-6-dns-22-7-20-28-19-sink,2,457.5,667.5,118.59999999999991
src-6-21-dns-19-sink,0,488.3,697.5,69.60000000000002
src-8-21-7-dns-19-sink,0,489.45000000000005,697.5,101.75
src-8-dns-22-28-dns-12-26-sink,2,465.35,781.7,76.05000000000007
src-20-28-19-dns-14-sink,0,608.35,782.0,67.45000000000005
src-16-10-7-20-9-12-sink,0,514.0,727.6,213.60000000000002
src-1-29-6-27-20-sink,0,431.5,608.4,176.90000000000003
src-2-8-10-20-19-sink,0,459.4,667.5,208.10000000000002
src-6-7-dns-19-9-sink,0,504.6,705.55,120.95000000000005
src-2-6-27-22-dns-28-12-sink,1,459.4,727.6,135.10000000000002
src-8-21-7-20-28-9-sink,0,495.35,698.55,203.20000000000005
src-2-8-dns-7-20-sink,0,448.0,608.4,74.19999999999993
src-6-27-22-dns-19-26-sink,1,504.6,781.7,88.0
src-2-8-27-dns-28-12-sink,1,459.4,727.6,110.89999999999998
src-2-29-20-19-sink,0,456.2,667.5,211.3
src-19-dns-26-11-30-sink,2,644.5,944.4,98.70000000000005
src-29-8-5-28-12-sink,0,473.3,727.6,254.29999999999995
src-9-dns-14-11-24-sink,2,654.5,932.8,109.29999999999995
src-1-dns-16-10-sink,0,402.8,557.45,77.55000000000001
src-1-20-28-9-sink,0,432.8,698.55,265.75
src-6-27-7-20-28-9-12-14-sink,0,504.6,782.0,277.4
src-2-dns-8-27-22-sink,1,429.4,562.7,58.59999999999991
src-1-6-27-dns-20-12-sink,1,432.8,727.6,142.5
src-1-8-10-22-dns-28-9-sink,0,432.8,698.55,176.64999999999998
src-5-22-20-9-dns-14-11-sink,0,548.25,836.3,188.94999999999993
src-8-27-7-9-sink,0,495.35,698.55,203.20000000000005
src-29-8-22-20-26-sink,0,473.3,781.7,308.4
src-29-16-27-20-dns-9-sink,0,473.3,728.55,153.05
src-29-5-7-20-28-19-dns-26-sink,0,473.3,781.7,197.2
src-1-16-7-28-12-sink,0,432.8,727.6,294.79999999999995
src-8-21-28-dns-12-14-sink,1,495.35,782.0,176.14999999999998
src-8-21-20-28-19-sink,0,495.35,667.5,172.14999999999998
src-1-5-20-19-12-sink,0,432.8,727.6,294.79999999999995
src-29-21-22-dns-9-12-sink,0,473.3,727.6,127.70000000000005
src-29-6-7-20-dns-9-sink,0,473.3,728.55,153.05
src-8-21-22-20-28-9-12-14-sink,0,495.35,782.0,286.65
src-1-dns-5-20-28-sink,1,402.8,648.2,79.10000000000002
src-1-16-27-dns-28-9-sink,0,432.8,698.55,151.45000000000005
src-1-16-21-dns-9-sink,0,432.8,698.55,137.14999999999998
src-19-dns-17-sink,0,644.5,946.55,41.849999999999994
src-29-8-22-20-28-19-sink,0,473.3,667.5,194.20000000000005
src-1-27-dns-20-sink,0,432.8,608.4,113.30000000000001
src-29-27-7-20-dns-19-26-sink,1,473.3,781.7,165.20000000000005
src-2-dns-27-22-20-28-19-sink,2,429.4,667.5,87.5
src-2-8-21-22-20-19-12-sink,0,459.4,727.6,268.20000000000005
src-29-16-5-7-dns-19-12-sink,0,473.3,727.6,144.29999999999995
src-21-22-dns-28-9-12-14-4-sink,3,504.70000000000005,817.3,149.60000000000002
src-29-8-22-20-dns-19-12-26-sink,2,473.3,781.7,176.10000000000002
src-21-20-dns-9-12-14-4-sink,2,533.1,817.3,139.10000000000002
src-27-7-dns-9-14-4-sink,1,527.95,817.3,100.35000000000002
src-2-29-16-5-20-28-19-sink,0,456.2,667.5,211.3
src-16-27-22-28-19-12-dns-4-sink,0,514.0,847.3,216.5
src-2-dns-16-27-dns-20-sink,0,429.4,638.4,55.30000000000001
src-27-22-28-dns-14-sink,0,542.35,782.0,115.25
src-2-dns-8-7-20-28-19-12-sink,1,429.4,727.6,179.79999999999995
src-2-8-21-dns-20-28-9-sink,0,459.4,698.55,160.54999999999995
src-29-dns-10-7-20-19-sink,3,443.3,667.5,99.60000000000002
src-29-6-5-dns-28-19-sink,0,467.7,667.5,83.10000000000002
src-21-20-28-dns-9-sink,0,533.1,698.55,135.05
src-7-20-dns-9-14-11-sink,1,567.5500000000001,836.3,106.54999999999995
src-29-8-27-7-20-19-14-sink,0,473.3,782.0,308.70000000000005
src-21-22-7-20-28-dns-12-sink,0,527.3000000000001,757.6,136.89999999999998
src-16-27-7-19-dns-14-4-sink,0,514.0,817.3,179.80000000000007
src-2-16-27-7-20-dns-9-12-sink,0,459.4,727.6,187.5
src-29-27-22-7-dns-28-sink,0,473.3,648.2,121.29999999999995
src-29-27-7-20-28-19-12-sink,0,473.3,727.6,254.29999999999995
src-2-8-dns-22-7-20-28-19-sink,2,448.0,667.5,117.69999999999993
src-2-29-8-10-22-20-9-sink,0,456.2,698.55,242.34999999999997
src-5-22-20-dns-19-12-26-sink,2,548.25,781.7,101.14999999999998
src-5-7-20-9-12-26-sink,0,548.25,781.7,233.45000000000005
src-29-10-9-12-sink,0,473.3,727.6,254.29999999999995
src-6-10-22-dns-28-19-sink,0,485.70000000000005,667.5,91.29999999999995
src-16-10-7-20-dns-19-26-sink,1,514.0,781.7,124.5
src-29-8-27-22-19-12-14-sink,0,473.3,782.0,308.70000000000005
src-2-dns-22-20-28-19-12-sink,3,429.4,727.6,103.79999999999995
src-5-22-20-28-19-14-11-sink,0,548.25,836.3,288.04999999999995
src-10-7-20-dns-9-sink,0,526.0000000000001,728.55,100.34999999999991
src-9-dns-26-3-sink,1,654.5,955.5,127.0
src-29-16-27-22-sink,0,473.3,562.7,89.39999999999998
src-2-16-22-dns-28-dns-12-14-sink,1,459.4,782.0,132.0
src-8-5-22-28-dns-12-26-sink,1,495.35,781.7,177.55000000000007
src-6-10-20-28-19-14-sink,0,504.6,782.0,277.4
src-5-dns-19-14-4-sink,1,518.25,817.3,84.75
src-1-dns-27-7-20-28-19-sink,2,402.8,667.5,109.59999999999991
src-27-dns-20-28-19-14-4-sink,3,512.35,817.3,152.64999999999998
src-29-dns-10-dns-20-28-19-sink,0,443.3,667.5,77.5
src-2-8-27-dns-9-12-sink,0,459.4,727.6,117.39999999999998
src-12-11-dns-17-sink,0,728.0,946.55,122.45000000000005
src-2-16-5-7-20-12-sink,0,459.4,727.6,268.20000000000005
src-19-dns-12-4-sink,1,644.5,817.3,54.89999999999998
src-1-16-5-20-19-12-sink,0,432.8,727.6,294.79999999999995
src-9-12-14-4-24-17-3-sink,0,684.5,955.5,271.0
src-29-27-22-dns-28-19-12-sink,1,473.3,727.6,132.80000000000007
src-16-10-22-7-20-sink,0,509.4000000000001,608.4,98.99999999999989
src-1-10-7-dns-28-sink,0,432.8,648.2,155.19999999999993
src-10-19-9-12-sink,0,541.7,727.6,185.89999999999998
src-2-29-5-dns-20-dns-19-sink,0,456.2,697.5,94.80000000000001
src-28-19-9-4-sink,0,655.4,817.3,161.89999999999998
src-1-29-8-7-dns-28-sink,0,431.5,678.2,155.7
src-16-5-22-20-28-19-9-12-sink,0,514.0,727.6,213.60000000000002
src-2-dns-8-21-20-28-sink,2,429.4,648.2,107.0
src-24-23-sink,0,917.35,1138.4,221.04999999999995
src-16-10-26-sink,0,514.0,781.7,267.70000000000005
src-2-dns-5-sink,0,429.4,532.55,26.75
src-2-16-7-20-19-12-sink,0,459.4,727.6,268.20000000000005
src-16-7-20-dns-19-26-sink,1,514.0,781.7,124.5
src-27-7-20-dns-14-11-sink,0,542.35,836.3,107.64999999999998
src-2-16-22-20-28-dns-12-14-sink,1,459.4,782.0,212.10000000000002
src-21-28-12-26-4-sink,0,533.1,817.3,284.20000000000005
src-29-6-10-20-sink,0,473.3,608.4,135.10000000000002
src-29-10-dns-20-19-12-sink,1,473.3,727.6,137.30000000000007
src-8-21-12-14-sink,0,495.35,782.0,286.65
src-29-6-21-20-19-sink,0,473.3,667.5,194.20000000000005
src-1-16-5-22-28-dns-12-sink,0,432.8,727.6,231.39999999999998
src-8-21-7-20-28-dns-12-sink,0,495.35,757.6,168.85000000000002
src-29-dns-22-dns-19-12-26-sink,1,443.3,781.7,157.39999999999998
src-2-8-dns-7-sink,0,448.0,614.6,65.5
src-1-22-7-20-sink,0,432.8,608.4,175.60000000000002
src-6-dns-22-20-28-9-12-sink,2,474.6,727.6,128.39999999999998
src-2-8-21-dns-20-28-sink,0,459.4,648.2,116.80000000000007
src-2-8-dns-7-20-28-9-sink,1,448.0,698.55,134.3499999999999
src-6-7-20-14-sink,0,504.6,782.0,277.4
src-4-dns-25-3-sink,0,793.6,960.3,46.89999999999998
src-28-dns-9-26-11-sink,1,625.4,836.3,90.5
src-1-8-27-sink,0,432.8,541.25,108.45000000000005
src-2-29-16-5-20-28-sink,0,456.2,648.2,191.99999999999994
src-2-7-dns-9-sink,0,459.4,698.55,140.14999999999998
src-19-12-30-sink,0,674.5,944.4,269.9
src-20-9-12-14-4-sink,0,608.35,817.3,208.95000000000005
src-2-21-22-dns-12-sink,0,459.4,727.6,117.10000000000002
src-2-29-dns-10-22-20-dns-9-sink,0,429.4,728.55,102.15000000000003
src-29-8-dns-7-dns-28-19-12-26-sink,3,461.3,781.7,98.29999999999995
src-22-20-dns-19-12-26-4-sink,2,569.4,817.3,104.70000000000005
src-2-8-dns-7-20-19-sink,2,448.0,667.5,93.0
src-16-5-22-28-dns-12-14-sink,1,514.0,782.0,157.5
src-16-20-28-dns-26-sink,0,514.0,781.7,138.3
src-2-29-6-5-dns-20-19-sink,1,450.59999999999997,667.5,113.30000000000001
src-8-21-20-28-9-12-sink,0,495.35,727.6,232.25
src-29-16-27-22-dns-20-19-sink,1,473.3,667.5,115.80000000000007
src-16-5-7-20-dns-19-dns-14-sink,0,514.0,782.0,108.60000000000002
src-1-6-5-7-dns-19-12-sink,0,432.8,727.6,184.79999999999995
src-1-dns-6-7-sink,1,402.8,584.6,83.79999999999995
src-21-20-14-4-sink,0,533.1,817.3,284.20000000000005
src-29-dns-5-22-7-19-sink,3,443.3,667.5,86.40000000000009
src-6-dns-22-7-19-sink,2,474.6,667.5,77.20000000000005
src-1-29-dns-28-sink,0,402.8,648.2,73.69999999999999
src-29-8-dns-22-7-dns-28-sink,0,461.3,678.2,69.19999999999993
src-29-7-28-dns-12-14-sink,1,473.3,782.0,198.19999999999993
src-2-29-8-dns-28-dns-12-sink,1,444.2,727.6,84.30000000000001
src-16-5-7-dns-19-9-sink,0,514.0,705.55,111.54999999999995
src-1-dns-22-28-sink,1,402.8,648.2,57.60000000000002
src-8-27-dns-9-sink,0,495.35,698.55,60.89999999999998
src-29-16-dns-22-dns-19-sink,0,458.8,697.5,52.10000000000002
src-29-6-20-19-26-sink,0,473.3,781.7,308.4
src-27-7-28-dns-14-sink,0,542.35,782.0,115.25
src-16-7-20-9-dns-4-sink,0,514.0,817.3,188.3
src-29-dns-5-22-20-12-14-sink,3,443.3,782.0,185.70000000000005
src-21-22-28-19-26-4-sink,0,533.1,817.3,284.20000000000005
src-1-16-21-dns-20-dns-19-sink,0,432.8,667.5,132.89999999999998
src-27-20-dns-11-sink,0,542.35,836.3,82.75
src-29-8-21-7-28-9-sink,0,473.3,698.55,225.25
src-1-29-8-dns-27-sink,0,419.5,571.25,83.65000000000003
src-1-dns-22-dns-28-12-sink,1,402.8,727.6,114.39999999999998
src-4-24-17-3-sink,0,823.6,955.5,131.89999999999998
src-6-21-dns-20-dns-12-14-sink,1,488.3,782.0,92.80000000000007
src-16-27-7-dns-12-26-4-sink,1,514.0,817.3,110.69999999999993
src-29-6-28-dns-14-sink,0,473.3,782.0,184.3
src-2-8-5-22-19-sink,0,459.4,667.5,208.10000000000002
src-8-10-20-19-dns-26-sink,0,495.35,781.7,175.14999999999998
src-6-10-dns-28-19-9-sink,0,485.70000000000005,705.55,119.75
src-1-27-7-28-19-sink,0,432.8,667.5,234.70000000000005
src-2-16-27-22-dns-28-12-sink,1,459.4,727.6,135.10000000000002
src-21-22-20-dns-19-14-sink,1,533.1,782.0,105.70000000000005
src-8-7-19-9-sink,0,495.35,705.55,210.20000000000005
src-22-20-dns-9-14-4-sink,1,569.4,817.3,85.70000000000005
