effective_path_id,trip_id,delta_shiftlength,delta_delays
src-2-8-27-20-9-12-sink,7,0.0,0
src-2-8-27-20-9-12-sink,22,0.0,0
src-2-8-27-20-9-12-sink,28,0.0,0
src-2-6-21-28-9-12-sink,20,0.0,0
src-2-6-21-28-9-12-sink,22,0.0,0
src-8-21-22-7-20-28-19-sink,29,22.050000000000068,0
src-29-21-20-9-sink,1,41.80000000000001,0
src-29-21-20-9-sink,2,17.099999999999966,0
src-29-21-20-9-sink,6,0.0,0
src-29-21-20-9-sink,7,0.0,0
src-29-21-20-9-sink,8,0.0,0
src-29-21-20-9-sink,12,29.049999999999955,0
src-29-21-20-9-sink,16,0.0,0
src-29-21-20-9-sink,22,0.0,0
src-29-21-20-9-sink,28,0.0,0
src-6-7-20-28-19-26-sink,5,0.0,0
src-6-7-20-28-19-26-sink,10,0.0,0
src-6-7-20-28-19-26-sink,12,0.0,0
src-6-7-20-28-19-26-sink,27,0.0,0
src-22-7-sink,1,107.59999999999991,0
src-22-7-sink,2,81.0,0
src-22-7-sink,5,9.350000000000023,0
src-22-7-sink,6,35.799999999999955,0
src-22-7-sink,8,45.049999999999955,0
src-22-7-sink,9,76.54999999999995,1
src-22-7-sink,10,29.699999999999932,0
src-22-7-sink,12,105.60000000000002,1
src-22-7-sink,16,26.399999999999977,0
src-22-7-sink,19,45.5,1
src-22-7-sink,20,8.699999999999932,0
src-22-7-sink,21,35.69999999999993,0
src-22-7-sink,27,14.849999999999909,0
src-22-7-sink,28,26.199999999999932,1
src-22-7-sink,29,67.09999999999991,0
src-2-16-5-22-20-sink,1,26.600000000000023,1
src-2-16-5-22-20-sink,7,0.0,0
src-2-16-5-22-20-sink,8,0.0,0
src-2-16-5-22-20-sink,9,90.14999999999998,0
src-2-16-5-22-20-sink,12,119.20000000000005,0
src-2-16-5-22-20-sink,14,173.60000000000002,0
src-2-16-5-22-20-sink,19,59.10000000000002,0
src-2-16-5-22-20-sink,26,173.29999999999995,0
src-2-16-5-22-20-sink,28,39.799999999999955,0
src-2-16-5-22-20-sink,29,3.1999999999999886,0
src-27-7-28-9-4-sink,12,0.0,0
src-27-7-28-9-4-sink,14,0.0,0
src-27-7-28-9-4-sink,20,0.0,0
src-27-7-28-9-4-sink,26,0.0,0
src-5-20-9-12-14-11-sink,7,0.0,0
src-5-20-9-12-14-11-sink,22,0.0,0
src-5-20-9-12-14-11-sink,28,0.0,0
src-2-29-8-16-5-sink,22,30.149999999999977,0
src-29-5-20-28-19-sink,1,41.80000000000001,0
src-29-5-20-28-19-sink,2,17.099999999999966,0
src-29-5-20-28-19-sink,6,0.0,0
src-29-5-20-28-19-sink,7,0.0,0
src-29-5-20-28-19-sink,8,0.0,0
src-29-5-20-28-19-sink,12,60.09999999999991,0
src-29-5-20-28-19-sink,14,114.5,0
src-29-5-20-28-19-sink,16,0.0,0
src-29-5-20-28-19-sink,22,0.0,0
src-29-5-20-28-19-sink,26,114.19999999999993,0
src-2-8-10-22-20-19-12-sink,28,0.0,0
src-2-8-5-sink,1,26.600000000000023,1
src-2-8-5-sink,7,52.05000000000007,0
src-2-8-5-sink,9,166.0,0
src-2-8-5-sink,12,195.05000000000007,0
src-2-8-5-sink,16,0.0,0
src-2-8-5-sink,19,134.95000000000005,0
src-2-8-5-sink,20,75.85000000000002,0
src-2-8-5-sink,22,30.149999999999977,0
src-2-8-5-sink,28,115.64999999999998,0
src-2-8-5-sink,29,3.1999999999999886,0
src-5-22-20-28-9-12-11-sink,14,0.0,0
src-5-22-20-28-9-12-11-sink,26,0.0,0
src-8-5-7-20-28-9-26-sink,12,0.0,0
src-29-21-22-20-28-12-sink,6,0.0,0
src-29-21-22-20-28-12-sink,8,0.0,0
src-29-21-22-20-28-12-sink,9,0.0,0
src-29-21-22-20-28-12-sink,14,54.40000000000009,0
src-29-21-22-20-28-12-sink,16,0.0,0
src-29-21-22-20-28-12-sink,19,0.0,0
src-29-21-22-20-28-12-sink,26,54.10000000000002,0
src-16-5-7-19-12-14-sink,4,35.299999999999955,0
src-16-5-7-19-12-14-sink,20,0.0,0
src-16-5-7-19-12-14-sink,28,0.0,0
src-16-5-7-19-12-14-sink,29,40.700000000000045,0
src-16-7-20-12-4-sink,5,0.0,0
src-16-7-20-12-4-sink,14,0.0,0
src-16-7-20-12-4-sink,19,0.0,0
src-16-7-20-12-4-sink,26,0.0,0
src-16-7-20-12-4-sink,27,0.0,0
src-16-7-20-12-4-sink,28,0.0,0
src-22-20-9-12-26-4-sink,5,22.149999999999977,0
src-22-20-9-12-26-4-sink,10,29.700000000000045,0
src-22-20-9-12-26-4-sink,21,37.30000000000007,0
src-22-20-9-12-26-4-sink,27,28.050000000000068,0
src-22-20-9-12-26-4-sink,28,0.0,0
src-2-29-8-28-9-sink,5,0.0,0
src-2-29-8-28-9-sink,7,0.0,0
src-2-29-8-28-9-sink,10,0.0,0
src-2-29-8-28-9-sink,20,0.0,0
src-2-29-8-28-9-sink,21,0.0,0
src-2-29-8-28-9-sink,22,0.0,0
src-2-29-8-28-9-sink,27,0.0,0
src-27-7-19-sink,1,109.55000000000007,0
src-27-7-19-sink,2,82.95000000000005,0
src-27-7-19-sink,4,149.80000000000007,0
src-27-7-19-sink,6,37.75,0
src-27-7-19-sink,8,47.0,0
src-27-7-19-sink,9,38.05000000000007,0
src-27-7-19-sink,11,168.80000000000007,0
src-27-7-19-sink,12,60.10000000000002,0
src-27-7-19-sink,14,114.5,0
src-27-7-19-sink,16,28.350000000000023,0
src-27-7-19-sink,20,0.0,0
src-27-7-19-sink,22,0.0,0
src-27-7-19-sink,26,114.20000000000005,0
src-27-7-19-sink,28,0.0,0
src-27-7-19-sink,29,69.05000000000007,0
src-16-21-20-28-9-26-sink,12,0.0,0
src-16-21-20-28-9-26-sink,22,0.0,0
src-2-6-27-22-7-sink,19,75.5,0
src-2-6-27-22-7-sink,20,16.399999999999977,0
src-2-6-27-22-7-sink,28,56.19999999999993,0
src-2-6-27-22-7-sink,29,3.1999999999999886,0
src-7-20-28-9-11-sink,5,34.19999999999993,0
src-7-20-28-9-11-sink,12,0.0,0
src-7-20-28-9-11-sink,14,0.0,0
src-7-20-28-9-11-sink,26,0.0,0
src-1-29-27-20-19-sink,6,0.0,0
src-1-29-27-20-19-sink,7,0.0,0
src-1-29-27-20-19-sink,8,0.0,0
src-1-29-27-20-19-sink,16,0.0,0
src-1-29-27-20-19-sink,22,0.0,0
src-1-29-27-20-19-sink,28,0.0,0
src-2-8-5-22-28-19-12-sink,20,0.0,0
src-2-8-5-22-28-19-12-sink,29,3.1999999999999886,0
src-16-5-20-28-9-12-26-sink,4,35.59999999999991,0
src-16-5-20-28-9-12-26-sink,7,0.0,0
src-16-5-20-28-9-12-26-sink,22,0.0,0
src-1-29-6-10-7-20-19-sink,28,0.0,0
src-29-7-28-9-12-sink,5,0.0,0
src-29-7-28-9-12-sink,6,0.0,0
src-29-7-28-9-12-sink,8,0.0,0
src-29-7-28-9-12-sink,10,0.0,0
src-29-7-28-9-12-sink,16,0.0,0
src-29-7-28-9-12-sink,20,0.0,0
src-29-7-28-9-12-sink,27,0.0,0
src-22-7-20-28-19-sink,2,111.0,-1
src-22-7-20-28-19-sink,5,22.149999999999977,-1
src-22-7-20-28-19-sink,6,65.79999999999995,-1
src-22-7-20-28-19-sink,8,75.04999999999995,-1
src-22-7-20-28-19-sink,10,29.699999999999932,0
src-22-7-20-28-19-sink,12,60.10000000000002,0
src-22-7-20-28-19-sink,16,56.39999999999998,-1
src-22-7-20-28-19-sink,21,43.09999999999991,-1
src-22-7-20-28-19-sink,27,28.049999999999955,-1
src-22-7-20-28-19-sink,29,97.10000000000002,-1
src-8-7-20-28-19-12-sink,1,62.549999999999955,0
src-8-7-20-28-19-12-sink,2,35.950000000000045,0
src-8-7-20-28-19-12-sink,5,0.0,0
src-8-7-20-28-19-12-sink,10,0.0,0
src-8-7-20-28-19-12-sink,14,54.39999999999998,0
src-8-7-20-28-19-12-sink,21,0.0,0
src-8-7-20-28-19-12-sink,26,54.10000000000002,0
src-8-7-20-28-19-12-sink,27,0.0,0
src-8-7-20-28-19-12-sink,29,22.049999999999955,0
src-9-12-26-17-sink,3,8.950000000000045,0
